data_type,exclusion,outcome,adjustment_set,model_type,outcome_label,adjustment_label,RR,conf.low,conf.high,p.value
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+dn010_+phactiv,0.991917827000759,0.956308974288227,1.02906406264013,0.664387919772694
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+country+dn010_+dn042_,0.971056267719036,0.947219349005749,0.995553022190147,0.0206940220298155
long_nostrict,none,event_ever,"c(""age_int"", ""dn042_"", ""country"", ""dn010_"")",log_reg,event_ever,age_int+country+dn010_+dn042_,0.978766248919915,0.957338555887372,1.00074315449051,0.0577695371965075
long_nostrict,younger_than_55_w1,event_ever,"c(""age_int"", ""dn042_"", ""country"", ""dn010_"")",log_reg,event_ever,age_int+country+dn010_+dn042_,0.986582281959839,0.961682343537659,1.01219809798677,0.300955428671503
long_w1,none,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+country+dn010_+dn042_,1.00314089577952,0.961684518825107,1.04663970773579,0.884533803154474
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+country+dn042_,0.986164447263129,0.951848000597631,1.0218325731373,0.441416248880466
long_nostrict,younger_than_55_w1,event_ever,"c(""age_int"", ""dn042_"", ""country"", ""br002_"")",log_reg,event_ever,age_int+br002_+country+dn042_,0.999241574717926,0.963549710475339,1.03639405300743,0.967446074861197
long_nostrict,divorced_widowed,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""country"", ""br002_"")",log_reg,age_at_event+event_ever,age_int+br002_+country+dn042_,0.982334030941298,0.953212496687668,1.01246416380431,0.246596880411182
long_w1,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+country+dn042_,1.03247865218104,0.976318146203094,1.09229489903453,0.26428081284479
long_w1,married_before18,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""br002_"")",log_reg,death_by_event+event_ever,age_int+br002_+country+dn042_,1.04461329291391,0.989678600899101,1.10299987186464,0.1144755949592
long_w1,younger_than_55_w1,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""br002_"")",log_reg,death_by_event+event_ever,age_int+br002_+country+dn042_,1.0417365668326,0.983386435376392,1.10393103209741,0.165645114412108
cross,none,event_ever,"c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,event_ever,age_int+country+dn042_+phactiv,0.997226056415544,0.979515651657601,1.01529823192666,0.761519514197204
long_nostrict,none,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+country+dn042_+phactiv,0.995915787514373,0.975368329261245,1.01695265385759,0.700789670776364
cross,none,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+country+dn042_+phactiv,0.997234427031573,0.979523929768115,1.0153066919106,0.762217627627726
long_nostrict,country,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+country+dn042_+phactiv,0.995258116014883,0.974378203909923,1.01664374146161,0.660808899512381
cross,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+country+dn042_+phactiv,0.9774744847678,0.960357530190094,0.994932952701797,0.0115692039322342
cross,younger_than_55_w1,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+country+dn042_+phactiv,0.984668332553212,0.965286304396859,1.00447198734516,0.128001187276776
long_w1,none,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+country+dn042_+phactiv,1.03809855545379,0.998747870749784,1.07919596012291,0.0584823881728955
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+dn010_+dn042_,0.961699581608158,0.925169777765925,0.999847324984783,0.0485808075082021
long_w1,none,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,age_int+br002_+dn010_+dn042_,1.02677021611896,0.962793396100128,1.09583959126936,0.423585038135477
cross,married_before18,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,age_int+br002_+dn010_+dn042_,0.963067103502694,0.937342467253214,0.989605045905953,0.00654840232482287
long_w1,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,age_int+br002_+dn010_+dn042_,1.03656261858018,0.967656582111017,1.11125072649944,0.308880000668178
long_w1,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+dn010_+dn042_,1.01510655597991,0.951907028458174,1.08325191870403,0.649256216755806
long_nostrict,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever,age_int+br002_+dn010_+dn042_,0.947487733139086,0.918047632233995,0.978014242257731,0.000832015205429599
cross,divorced_widowed,event_ever,"c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,event_ever,age_int+dn010_+dn042_+phactiv,0.973660002686782,0.955717657646184,0.99198850147124,0.0049650528995066
long_nostrict,younger_than_55_w1,event_ever,"c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,event_ever,age_int+dn010_+dn042_+phactiv,0.969636850568114,0.945325704858159,0.994645331040975,0.0174661922412334
long_w1,born_after1954,event_ever,"c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,event_ever,age_int+dn010_+dn042_+phactiv,1.05036604791193,1.00452993548684,1.09865645326426,0.0314975259399826
cross,none,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+dn010_+dn042_+phactiv,0.973662757413346,0.955720474232709,0.991991184154028,0.00496936477657712
long_nostrict,country,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+dn010_+dn042_+phactiv,0.963093206243756,0.94181885705654,0.984921210833731,0.000986679494711449
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+dn010_+dn042_+phactiv,0.978450615724132,0.957773893158275,0.999621607466848,0.0458295111867063
cross,born_after1954,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,age_int+dn010_+dn042_+phactiv,0.980610329438465,0.961304656929468,1.00035410309284,0.0538921810772871
cross,country,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+dn042_+phactiv,0.982675592533139,0.957994697990502,1.00807761618393,0.178807292510945
long_w1,divorced_widowed,event_ever,"c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,event_ever,age_int+br002_+dn042_+phactiv,1.06638722026242,1.00800173146122,1.12868685317243,0.0258574117039786
cross,divorced_widowed,event_ever,"c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,event_ever,age_int+br002_+dn042_+phactiv,0.99660845171544,0.971294491320658,1.02267794170729,0.796138635866851
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+br002_+dn042_+phactiv,1.01402721720323,0.983064760966086,1.04607606147193,0.379424007798583
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,age_int+br002_+dn042_+phactiv,1.06615845340192,1.00790677064037,1.12830120267397,0.0260290544615027
cross,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+dn042_+phactiv,0.982675592533139,0.957994697990502,1.00807761618393,0.178807292510945
cross,country,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+br002_+dn042_+phactiv,0.984353628610325,0.959604693838719,1.0098270017758,0.225568395971166
cross,born_after1954,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+br002_+dn042_+phactiv,0.998510934591654,0.971613760511482,1.02624384930054,0.914956351680556
cross,none,event_ever,"c(""age_int"", ""country"", ""dn010_"", ""br002_"")",log_reg,event_ever,age_int+br002_+country+dn010_,1.0358950802847,1.0085527514354,1.0641081494883,0.00993013703700752
long_nostrict,born_after1954,event_ever,"c(""age_int"", ""country"", ""dn010_"", ""br002_"")",log_reg,event_ever,age_int+br002_+country+dn010_,1.03741249209944,1.00177194810076,1.07454821528715,0.0400586219233241
cross,none,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+country+dn010_,1.02746284275969,1.00101132283238,1.0547276039969,0.0421735137516472
cross,married_before18,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+country+dn010_,1.02647581898688,1.00002568293775,1.05373913038519,0.0502362887269956
long_w1,younger_than_55_w1,event_ever,"c(""age_int"", ""country"", ""dn010_"", ""phactiv"")",log_reg,event_ever,age_int+country+dn010_+phactiv,1.13736397565467,1.08659717257727,1.19093855777108,3.7298207403009e-08
long_nostrict,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+country+dn010_+phactiv,1.03754761977561,1.01566791165889,1.05997647120963,0.000714632816159785
long_nostrict,born_after1954,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+country+dn010_+phactiv,1.0508802341707,1.02736547013769,1.07501768755867,1.77878742984355e-05
cross,born_after1954,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+country+dn010_+phactiv,1.05642068887361,1.03657030838814,1.07670810004098,1.48271861200121e-08
long_w1,none,event_ever,"c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,event_ever,age_int+br002_+country+phactiv,1.16017898973726,1.09849061797448,1.22596278215373,1.12432550284509e-07
cross,country,event_ever,"c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,event_ever,age_int+br002_+country+phactiv,1.07670651878729,1.04937595930461,1.10487008589003,1.88543813728264e-08
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+country+phactiv,1.10846687599224,1.07677103783272,1.14123039259778,3.83308374832709e-12
long_w1,born_after1954,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+country+phactiv,1.17173259559163,1.11153384123745,1.23576830150006,4.5148630635045e-09
cross,married_before18,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+country+phactiv,1.06908389834843,1.04309794530297,1.09582090112615,1.09055040005544e-07
long_nostrict,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+country+phactiv,1.05837863857174,1.02785441300665,1.08995502536988,0.00014974320835792
cross,none,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+br002_+country+phactiv,1.07186176113065,1.04580247556034,1.09867557639989,3.47018482701955e-08
long_w1,country,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+dn010_+phactiv,1.09960711523138,1.03217301977312,1.17239317299882,0.00347166786944166
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+dn010_+phactiv,1.12356605652231,1.0569900706058,1.19525461672393,0.0002026768568473
long_nostrict,country,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+dn010_+phactiv,1.0095287733166,0.97815081590729,1.04209408426926,0.557131636000649
long_nostrict,country,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,age_int+br002_+dn010_+phactiv,1.01188386333168,0.979703014980783,1.04532125172539,0.474997291015619
long_w1,married_before18,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+dn010_+phactiv,1.12356605652231,1.0569900706058,1.19525461672393,0.0002026768568473
long_w1,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.903035516740309,0.85124155174818,0.95848623934852,0.000751656539561989
cross,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.907841003802905,0.88487506642043,0.931482030908057,1.53657337015815e-13
long_nostrict,married_before18,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn010_+dn042_,0.919433335001142,0.890694877871555,0.949242753737003,2.31096542348909e-07
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.923318120366319,0.867818507556693,0.983017232894575,0.0120870549862758
long_nostrict,country,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.921703374436859,0.892491572546332,0.952021078077663,7.42090351364045e-07
cross,country,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.924736509679123,0.900336214561521,0.9498967624406,1.03839503907499e-08
cross,none,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.909120052307754,0.886154288512564,0.932760881195223,3.17540643743647e-13
cross,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,br002_+country+dn010_+dn042_,0.911076110817331,0.88773067985897,0.935118534700498,2.2177834495522e-12
long_nostrict,country,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever,br002_+country+dn010_+dn042_,0.910494622025866,0.882394067626293,0.939620059704645,4.92047000588137e-09
long_nostrict,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,country+dn010_+dn042_+phactiv,0.882926002658089,0.864798675276106,0.90148002120899,7.03540605779934e-32
cross,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,country+dn010_+dn042_+phactiv,0.878559260998101,0.863421494456244,0.893991982213971,3.36697316432819e-48
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,country+dn010_+dn042_+phactiv,0.895702107705775,0.874354639548645,0.917613618438138,3.83349612854877e-19
cross,born_after1954,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,country+dn010_+dn042_+phactiv,0.884816919797066,0.868484519056591,0.901484975436745,7.22409000903204e-38
long_nostrict,younger_than_55_w1,event_ever,"c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,event_ever,country+dn010_+dn042_+phactiv,0.919968600712034,0.897331855781396,0.943232036237306,5.56567437567539e-11
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,country+dn010_+dn042_+phactiv,0.902280025357048,0.886228572540164,0.918659386558733,3.39235749014567e-29
long_w1,country,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+dn042_+phactiv,0.868622652162797,0.833668068399695,0.905218532317394,2.00437184739157e-11
long_w1,born_after1954,event_ever,"c(""dn042_"", ""country"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+country+dn042_+phactiv,0.937645287722535,0.888890830750905,0.989389039796782,0.0184471971997437
long_w1,country,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+country+dn042_+phactiv,0.923419560876085,0.873798524724091,0.976207235168491,0.00482574014790935
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+country+dn042_+phactiv,0.955325683026885,0.926812704210161,0.984799869486001,0.00315488449030734
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn042_+phactiv,0.922117842921946,0.874784818925968,0.972318239933482,0.0026363625879503
long_nostrict,country,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+dn042_+phactiv,0.908852618453345,0.882890543926388,0.935666686895602,1.09492032702793e-10
long_w1,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+dn010_+dn042_+phactiv,0.931947298067399,0.878216731735263,0.989537181312541,0.0205925864857711
long_nostrict,none,event_ever,"c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+dn010_+dn042_+phactiv,0.918791764769656,0.890176731543503,0.948475586237156,1.6585340682223e-07
long_nostrict,younger_than_55_w1,event_ever,"c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+dn010_+dn042_+phactiv,0.921559769002013,0.886194475498568,0.958515270977208,4.46295617787472e-05
long_nostrict,born_after1954,event_ever,"c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+dn010_+dn042_+phactiv,0.915170923877853,0.883749305971699,0.947874017483068,7.01335182106578e-07
long_w1,married_before18,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+dn010_+dn042_+phactiv,0.948004444847243,0.890693416979511,1.00972061356102,0.0950948464212387
cross,married_before18,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+dn010_+dn042_+phactiv,0.928470811349543,0.904194787151998,0.953497697015618,4.25554217203098e-08
long_nostrict,born_after1954,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,br002_+dn010_+dn042_+phactiv,0.915170923877853,0.883749305971699,0.947874017483068,7.01335182106578e-07
long_w1,born_after1954,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+dn010_+dn042_+phactiv,0.943253538919555,0.888458517857509,1.0020024665347,0.0568489633945465
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+dn010_+phactiv,0.998933229624545,0.94212414804115,1.05985851798909,0.971651164843729
long_nostrict,divorced_widowed,event_ever,"c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+country+dn010_+phactiv,0.99158031754027,0.960855215548266,1.02346868897558,0.599540303317654
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn010_+phactiv,1.00260962420116,0.976618516348184,1.02941523782988,0.846135834518974
long_w1,none,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,br002_+country+dn010_+phactiv,0.998933229624545,0.94212414804115,1.05985851798909,0.971651164843729
long_nostrict,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+dn010_+phactiv,0.983095993224847,0.953446697110817,1.0138286204718,0.276423521865227
cross,country,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+dn010_+phactiv,0.990726466992919,0.965431555408594,1.0167944364763,0.481058164405391
long_nostrict,born_after1954,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+dn010_+phactiv,0.988583565841109,0.956004579367625,1.02245862855548,0.502988515407532
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+country+dn010_+dn042_,1.02344259035506,0.961222887311781,1.09038289902708,0.471171619021471
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+country+dn010_+dn042_,1.02225551397857,0.960144645946652,1.08907725182742,0.493409474433253
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+country+dn010_+dn042_,0.968029403282991,0.942534105507594,0.994308948341915,0.017222013379857
cross,married_before18,event_ever,"c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,event_ever,age_int+br002_+country+dn010_+dn042_,0.976471623416664,0.95008466254348,1.00369983750959,0.0890895086987702
long_w1,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+country+dn010_+dn042_,1.01415135587145,0.950423326044087,1.08289285007906,0.672859310572889
long_nostrict,born_after1954,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+country+dn010_+dn042_,0.966248244484299,0.932808127818561,1.0010495578409,0.0566039529358494
long_nostrict,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+country+dn010_+dn042_+phactiv,0.972352882700614,0.951382548868663,0.993850007000736,0.0118451992013577
long_w1,country,event_ever,"c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,event_ever,age_int+country+dn010_+dn042_+phactiv,1.05201239222307,1.00397566628635,1.1027385082797,0.0341310818360566
long_nostrict,country,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+country+dn010_+dn042_+phactiv,0.972242591916856,0.950959691165191,0.994068133491635,0.012808141169967
